ESTADO,UNIVERSIDAD,CAMPUS,Matricula_Total
TAMAULIPAS,ESCUELA NORMAL PARTICULAR PROF. GREGORIO TORRES QUINTERO,ESCUELA NORMAL PARTICULAR PROFR. GREGORIO TORRES QUINTERO,74
TAMAULIPAS,ESCUELA NORMAL RURAL DE TAMAULIPAS MAESTRO LAURO AGUIRRE,ESCUELA NORMAL RURAL DE TAMAULIPAS MAESTRO LAURO AGUIRRE,350
TAMAULIPAS,"ESCUELA NORMAL SUPERIOR DE CIUDAD MADERO, A.C.","ESCUELA NORMAL SUPERIOR DE CIUDAD MADERO, A.C.",439
TAMAULIPAS,ESCUELA NORMAL SUPERIOR DEL SUR DE TAMAULIPAS,ESCUELA NORMAL SUPERIOR DEL SUR DE TAMAULIPAS MODALIDAD ESCOLARIZADA,29
TAMAULIPAS,ESCUELA NORMAL URBANA CUAUHTÉMOC,ESCUELA NORMAL URBANA CUAUHTÉMOC,446
TAMAULIPAS,ESCUELA SUPERIOR DE COMERCIO INTERNACIONAL,ESCUELA SUPERIOR DE COMERCIO INTERNACIONAL,185
TAMAULIPAS,INSTITUTO COSTA DE ESTUDIOS SUPERIORES,INSTITUTO COSTA DE ESTUDIOS SUPERIORES,75
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.",105
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS LOPEZ MATEOS",901
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS LOS PINOS",472
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS MANTE",424
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS MATAMOROS 2001",549
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS MATAMOROS CENTRO",719
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS NUEVO LAREDO","1,115"
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS REYNOSA","1,030"
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS TAMPICO 2000","2,628"
TAMAULIPAS,"INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C. - CAMPUS VICTORIA",913
TAMAULIPAS,"INSTITUTO DE ENSEÑANZA SUPERIOR Y DE INVESTIGACION EN SALUD, IESIS","INSTITUTO DE ENSEÑANZA SUPERIOR Y DE INVESTIGACION EN SALUD, IESIS",32
TAMAULIPAS,INSTITUTO DE ESTUDIOS SUPERIORES OXFORD A.C.,INSTITUTO DE ESTUDIOS SUPERIORES OXFORD A.C.,8
TAMAULIPAS,INSTITUTO DE SEMINARIOS ODONTOLÓGICOS PROFESIONALES,INSTITUTO DE SEMINARIOS ODONTOLÓGICOS PROFESIONALES,21
TAMAULIPAS,INSTITUTO DE TRAMITACIÓN ADUANAL DEL NORTE,INSTITUTO DE TRAMITACIÓN ADUANAL DEL NORTE,80
TAMAULIPAS,INSTITUTO INTERNACIONAL DE ENFERMERÍA REYNOSA,INSTITUTO INTERNACIONAL DE ENFERMERÍA REYNOSA,22
TAMAULIPAS,INSTITUTO INTERNACIONAL DE ESTUDIOS SUPERIORES,INSTITUTO INTERNACIONAL DE ESTUDIOS SUPERIORES,453
TAMAULIPAS,INSTITUTO MANTENSE DE ESTUDIOS PROFESIONALES,INSTITUTO MANTENSE DE ESTUDIOS PROFESIONALES,455
TAMAULIPAS,INSTITUTO METROPOLITANO DE ESTUDIOS SUPERIORES DE TAMAULIPAS,INSTITUTO METROPOLITANO DE ESTUDIOS SUPERIORES DE TAMAULIPAS,32
TAMAULIPAS,"INSTITUTO MEXICANO DE PEDAGOGÍA, A.C.","INSTITUTO MEXICANO DE PEDAGOGÍA, A.C.",163
TAMAULIPAS,INSTITUTO ODONTOLÓGICO DE MATAMOROS,INSTITUTO ODONTOLÓGICO DE MATAMOROS,38
TAMAULIPAS,"INSTITUTO ORIENTE DE ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.","INSTITUTO ORIENTE DE ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.",169
TAMAULIPAS,INSTITUTO POLITÉCNICO NACIONAL,CENTRO DE BIOTECNOLOGÍA GENÓMICA DEL INSTITUTO POLITÉCNICO NACIONAL,51
TAMAULIPAS,INSTITUTO POLITÉCNICO NACIONAL,CENTRO DE INVESTIGACIÓN EN CIENCIA APLICADA Y TECNOLOGÍA AVANZADA,44
TAMAULIPAS,"INSTITUTO SUPERIOR DE EDUCACIÓN DE TAMAULIPAS, A.C.","INSTITUTO SUPERIOR DE EDUCACIÓN DE TAMAULIPAS, A.C.",85
TAMAULIPAS,"INSTITUTO TAMAULIPAS, DIVISIÓN EDUCACIÓN SUPERIOR","INSTITUTO TAMAULIPAS, DIVISIÓN EDUCACIÓN SUPERIOR",13
TAMAULIPAS,INSTITUTO TECNOLÓGICO DE ALTAMIRA,INSTITUTO TECNOLÓGICO DE ALTAMIRA,"1,447"
TAMAULIPAS,INSTITUTO TECNOLÓGICO DE CIUDAD MADERO,INSTITUTO TECNOLÓGICO DE CIUDAD MADERO,"8,154"
TAMAULIPAS,INSTITUTO TECNOLÓGICO DE CIUDAD VICTORIA,INSTITUTO TECNOLÓGICO DE CIUDAD VICTORIA,"3,310"
TAMAULIPAS,INSTITUTO TECNOLÓGICO DE MATAMOROS,INSTITUTO TECNOLÓGICO DE MATAMOROS,"4,600"
TAMAULIPAS,INSTITUTO TECNOLÓGICO DE NUEVO LAREDO,INSTITUTO TECNOLÓGICO DE NUEVO LAREDO,"3,690"
TAMAULIPAS,INSTITUTO TECNOLÓGICO DE REYNOSA,INSTITUTO TECNOLÓGICO DE REYNOSA,"3,635"
TAMAULIPAS,"INSTITUTO TECNOLÓGICO PARA EL TRABAJO, EDUCACIÓN Y CAPACITACIÓN SUPERIOR","INSTITUTO TECNOLÓGICO PARA EL TRABAJO, EDUCACIÓN Y CAPACITACIÓN SUPERIOR",55
TAMAULIPAS,INSTITUTO TECNOLÓGICO SUPERIOR DE EL MANTE,INSTITUTO TECNOLÓGICO SUPERIOR DE EL MANTE,950
TAMAULIPAS,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS TAMPICO,450
TAMAULIPAS,INSTITUTO UNIVERSITARIO ABRAHAM LINCOLN,INSTITUTO UNIVERSITARIO ABRAHAM LINCOLN,542
TAMAULIPAS,INSTITUTO UNIVERSITARIO DE TAMAULIPAS,INSTITUTO UNIVERSITARIO DE TAMAULIPAS,297
TAMAULIPAS,INSTITUTO UNIVERSITARIO HISPANO MEXICANO,INSTITUTO UNIVERSITARIO HISPANO MEXICANO,141
TAMAULIPAS,INSTITUTO VICTORENSE DE ESTUDIOS SUPERIORES,INSTITUTO VICTORENSE DE ESTUDIOS SUPERIORES,58
TAMAULIPAS,"LICEO PROFESIONAL DE COMERCIO Y ADMINISTRACIÓN, A.C.",LICEO PROFESIONAL DE COMERCIO Y ADMINISTRACIÓN,33
TAMAULIPAS,MAESTRA ESTEFANÍA CASTAÑEDA,ESCUELA NORMAL FEDERAL DE EDUCADORAS MAESTRA ESTEFANÍA CASTAÑEDA,323
TAMAULIPAS,NORMAL PROF. Y GRAL. ALBERTO CARRERA TORRES,ESCUELA NORMAL PREESCOLAR PROF. Y GRAL. ALBERTO CARRERA TORRES,317
TAMAULIPAS,NORMAL SUPERIOR DE TAMAULIPAS,ESCUELA NORMAL SUPERIOR DE TAMAULIPAS,33
TAMAULIPAS,ROSAURA ZAPATA Y LIC. JOSE GUADALUPE MAINERO,ESCUELA NORMAL LIC. J. GUADALUPE MAINERO,253
TAMAULIPAS,UNIDEAL,UNIDEAL,39
TAMAULIPAS,UNIVERSIDAD AMERICANA DEL NORESTE,CENTRO DE ESTUDIOS SUPERIORES DE TAMAULIPAS,156
TAMAULIPAS,UNIVERSIDAD AMERICANA DEL NORESTE,UNIVERSIDAD AMERICANA DEL NORESTE,214
TAMAULIPAS,UNIVERSIDAD ANÁHUAC,INSTITUTO DE ESTUDIOS SUPERIORES DE TAMAULIPAS,"1,931"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,CENTRO DE EXCELENCIA,30
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO","1,480"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE COMERCIO Y ADMINISTRACIÓN TAMPICO,"2,955"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE COMERCIO Y ADMINISTRACIÓN VICTORIA,"1,799"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,"FACULTAD DE COMERCIO, ADMINISTRACIÓN Y CIENCIAS SOCIALES","2,693"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE ENFERMERÍA  NUEVO LAREDO,927
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE ENFERMERÍA TAMPICO,"1,291"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE ENFERMERÍA VICTORIA,"1,624"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE INGENIERÍA ARTURO NARRO SILLER,"1,967"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE INGENIERÍA Y CIENCIAS,626
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE MEDICINA DE TAMPICO DR. ALBERTO ROMO CABALLERO,"2,114"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE MEDICINA E INGENIERÍA EN SISTEMAS COMPUTACIONALES DE MATAMOROS,"1,308"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA DR. NORBERTO TREVIÑO ZAPATA,580
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE MÚSICA,348
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,FACULTAD DE ODONTOLOGÍA,731
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,INSTITUTO DE ECOLOGÍA APLICADA,17
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA DE CIENCIAS JURÍDICAS Y SOCIALES,"3,274"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA DE DERECHO Y CIENCIAS SOCIALES LIC. FRANCISCO HERNANDEZ GARCÍA,"2,248"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA DE TRABAJO SOCIAL Y CIENCIAS PARA EL DESARROLLO HUMANO,"1,926"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,"UNIDAD ACADÉMICA MULTIDISCIPLINARIA DE CIENCIAS, EDUCACIÓN Y HUMANIDADES",953
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA MULTIDISCIPLINARIA MANTE-CENTRO,"2,303"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA MULTIDISCIPLINARIA MATAMOROS-UAT,"1,461"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA MULTIDISCIPLINARIA REYNOSA AZTLÁN,"2,116"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA MULTIDISCIPLINARIA REYNOSA RODHE,"2,366"
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA MULTIDISCIPLINARIA RIO BRAVO,413
TAMAULIPAS,UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,UNIDAD ACADÉMICA MULTIDISCIPLINARIA VALLE HERMOSO,477
TAMAULIPAS,"UNIVERSIDAD CULTURAL METROPOLITANA, A.C.","UNIVERSIDAD CULTURAL METROPOLITANA, A.C.",321
TAMAULIPAS,UNIVERSIDAD DE INGENIERÍAS Y CIENCIAS DEL NORESTE,"UNIVERSIDAD DE INGENIERÍAS Y CIENCIAS DEL NORESTE, CAMPUS MATAMOROS",45
TAMAULIPAS,UNIVERSIDAD DE INGENIERÍAS Y CIENCIAS DEL NORESTE,"UNIVERSIDAD DE INGENIERÍAS Y CIENCIAS DEL NORESTE, UNIDAD RIO BRAVO",157
TAMAULIPAS,UNIVERSIDAD DE INGENIERÍAS Y CIENCIAS DEL NORESTE,"UNIVERSIDAD DE INGENIERÍAS Y CIENCIAS DEL NORESTE, UNIDAD VALLE HERMOSO",100
TAMAULIPAS,UNIVERSIDAD DE LA FE,UNIVERSIDAD DE LA FE,21
TAMAULIPAS,"UNIVERSIDAD DE MATAMOROS, A.C.",FACULTAD DE CIENCIAS DE LA COMUNICACIÓN,37
TAMAULIPAS,"UNIVERSIDAD DE MATAMOROS, A.C.",FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,96
TAMAULIPAS,"UNIVERSIDAD DE MATAMOROS, A.C.",FACULTAD DE DERECHO,74
TAMAULIPAS,"UNIVERSIDAD DE MATAMOROS, A.C.",FACULTAD DE INGENIERÍA EN SISTEMAS Y AUTOMATIZACIÓN,18
TAMAULIPAS,"UNIVERSIDAD DE MATAMOROS, A.C.",FACULTAD DE ODONTOLOGÍA,205
TAMAULIPAS,"UNIVERSIDAD DE MATAMOROS, A.C.","UNIVERSIDAD DE MATAMOROS, A.C.",540
TAMAULIPAS,UNIVERSIDAD DE RELACIONES Y ESTUDIOS INTERNACIONALES,UNIVERSIDAD DE RELACIONES Y ESTUDIOS INTERNACIONALES,85
TAMAULIPAS,UNIVERSIDAD DE SEGURIDAD Y JUSTICIA DE TAMAULIPAS,UNIVERSIDAD DE SEGURIDAD Y JUSTICIA DE TAMAULIPAS,632
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,UNIVERSIDAD DEL ATLÁNTICO - CAMPUS ALTAMIRA,38
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS ALTAMIRA, BATERÍA 7",50
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,UNIVERSIDAD DEL ATLÁNTICO - CAMPUS DIAZ ORDAZ,140
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,UNIVERSIDAD DEL ATLÁNTICO - CAMPUS MATAMOROS,324
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS MATAMOROS, LAGUNETA",626
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS MATAMOROS, LAURO VILLAR",479
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS REYNOSA, BELLAVISTA",137
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS REYNOSA, JARACHINA SUR",327
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS REYNOSA, RIBEREÑA",116
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS REYNOSA, VIRREYES","4,875"
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,UNIVERSIDAD DEL ATLÁNTICO - CAMPUS RÍO BRAVO,116
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,UNIVERSIDAD DEL ATLÁNTICO - CAMPUS SAN FERNANDO,210
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,UNIVERSIDAD DEL ATLÁNTICO - CAMPUS TAMPICO 1,284
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS VALLE HERMOSO, JUÁREZ",26
TAMAULIPAS,UNIVERSIDAD DEL ATLÁNTICO,"UNIVERSIDAD DEL ATLÁNTICO - CAMPUS VALLE HERMOSO, ZARAGOZA",302
TAMAULIPAS,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - PLANTEL ALTAMIRA,170
TAMAULIPAS,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - PLANTEL CIUDAD MANTE,170
TAMAULIPAS,UNIVERSIDAD DEL GOLFO,UG ESCUELA DE INGENIERÍA,144
TAMAULIPAS,UNIVERSIDAD DEL GOLFO,UG ESCUELA DE PSICOLOGÍA,949
TAMAULIPAS,UNIVERSIDAD DEL GOLFO,UNIVERSIDAD DEL GOLFO ESCUELA DE DERECHO,154
TAMAULIPAS,UNIVERSIDAD DEL GOLFO,UNIVERSIDAD DEL GOLFO ESCUELA DE PEDAGOGÍA,"1,300"
TAMAULIPAS,UNIVERSIDAD DEL GOLFO,UNIVERSIDAD ESCUELA DE CONTADURÍA Y ADMINISTRACIÓN,334
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,UNIVERSIDAD DEL NORESTE,"2,575"
TAMAULIPAS,"UNIVERSIDAD DEL NORESTE DE MÉXICO, A.C.","UNIVERSIDAD DEL NORESTE DE MÉXICO, A.C.",443
TAMAULIPAS,"UNIVERSIDAD DEL NORESTE DE MÉXICO, A.C.","UNIVERSIDAD DEL NORESTE DE MÉXICO, A.C., UNIDAD RIO BRAVO",437
TAMAULIPAS,UNIVERSIDAD DEL NORTE DE TAMAULIPAS,UNIVERSIDAD DEL NORTE DE TAMAULIPAS,"1,397"
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MÉXICO,UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS MATAMOROS,0
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MÉXICO,UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS NUEVO LAREDO,0
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MÉXICO,UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS REYNOSA,"1,097"
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MÉXICO,UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS TAMPICO,558
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MÉXICO,UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS VICTORIA,770
TAMAULIPAS,UNIVERSIDAD INTERAMERICANA DEL NORTE,UNIVERSIDAD INTERAMERICANA DEL NORTE - CAMPUS REYNOSA,61
TAMAULIPAS,UNIVERSIDAD INTERAMERICANA DEL NORTE,UNIVERSIDAD INTERAMERICANA DEL NORTE - CAMPUS TAMPICO,21
TAMAULIPAS,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - SEDE TAMPICO,549
TAMAULIPAS,UNIVERSIDAD JUAN JOSE DE LA GARZA,UNIVERSIDAD JUAN JOSE DE LA GARZA,21
TAMAULIPAS,"UNIVERSIDAD LA SALLE, A.C. - VICTORIA",UNIVERSIDAD LA SALLE VICTORIA CAMPUS DE LA SALUD RODOLFO TORRE CANTÚ,537
TAMAULIPAS,"UNIVERSIDAD LA SALLE, A.C. - VICTORIA","UNIVERSIDAD LA SALLE, A.C. - VICTORIA",442
TAMAULIPAS,UNIVERSIDAD MÉXICO AMERICANA DEL NORTE,ESCUELA DE CIENCIAS DE LA SALUD,"1,712"
TAMAULIPAS,UNIVERSIDAD MÉXICO AMERICANA DEL NORTE,ESCUELA DE CONTABILIDAD Y ADMINISTRACIÓN,796
TAMAULIPAS,UNIVERSIDAD MÉXICO AMERICANA DEL NORTE,ESCUELA DE HUMANIDADES Y CIENCIAS SOCIALES,582
TAMAULIPAS,UNIVERSIDAD MÉXICO AMERICANA DEL NORTE,ESCUELA DE INGENIERÍA Y CIENCIAS EXACTAS,474
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,FACULTAD DE ARQUITECTURA,26
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,FACULTAD DE CIENCIAS DE LA EDUCACIÓN Y LA CONDUCTA,172
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,FACULTAD DE COMERCIO Y ADMINISTRACIÓN,40
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,FACULTAD DE DERECHO Y CIENCIAS SOCIALES,21
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,FACULTAD DE INGENIERÍA INDUSTRIAL MECÁNICA ELÉCTRICA,7
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,UNIVERSIDAD MIGUEL ALEMÁN - CAMPUS MATAMOROS,823
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,UNIVERSIDAD MIGUEL ALEMÁN - CAMPUS NUEVO LAREDO,283
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,UNIVERSIDAD MIGUEL ALEMÁN - CAMPUS REYNOSA,"1,140"
TAMAULIPAS,UNIVERSIDAD MIGUEL ALEMÁN,UNIVERSIDAD MIGUEL ALEMÁN - CAMPUS VICTORIA,558
TAMAULIPAS,UNIVERSIDAD NUEVO SANTANDER,UNIVERSIDAD NUEVO SANTANDER,"1,595"
TAMAULIPAS,UNIVERSIDAD PANAMERICANA DE NUEVO LAREDO,UNIVERSIDAD PANAMERICANA DE NUEVO LAREDO,53
TAMAULIPAS,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD NÚM. 28 DE NUEVO LAREDO,UNIDAD SEAD 284,531
TAMAULIPAS,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD NÚM. 28 DE VICTORIA,UNIDAD SEAD 281,254
TAMAULIPAS,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD NÚM. 282 TAMPICO,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD NÚM. 282 TAMPICO,283
TAMAULIPAS,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD NÚM. 283 MATAMOROS,UNIDAD SEAD 283,325
TAMAULIPAS,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD NÚM. 285 REYNOSA,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD NÚM. 285 REYNOSA,266
TAMAULIPAS,UNIVERSIDAD POLITÉCNICA DE ALTAMIRA,UNIVERSIDAD POLITÉCNICA DE ALTAMIRA,891
TAMAULIPAS,UNIVERSIDAD POLITÉCNICA DE LA REGIÓN RIBEREÑA,UNIVERSIDAD POLITÉCNICA DE LA REGIÓN RIBEREÑA,325
TAMAULIPAS,UNIVERSIDAD POLITÉCNICA DE VICTORIA,UNIVERSIDAD POLITÉCNICA DE VICTORIA,"1,816"
TAMAULIPAS,UNIVERSIDAD REGIONAL MIGUEL HIDALGO,UNIVERSIDAD REGIONAL MIGUEL HIDALGO,85
TAMAULIPAS,UNIVERSIDAD TAMAULIPECA,UNIVERSIDAD TAMAULIPECA,"4,218"
TAMAULIPAS,UNIVERSIDAD TAMAULIPECA,UNIVERSIDAD TAMAULIPECA UNIDAD RIO BRAVO,178
TAMAULIPAS,UNIVERSIDAD TEC TAMPICO,UNIVERSIDAD TEC TAMPICO,66
TAMAULIPAS,UNIVERSIDAD TECNOLÓGICA DE ALTAMIRA,UNIVERSIDAD TECNOLÓGICA DE ALTAMIRA,"3,169"
TAMAULIPAS,UNIVERSIDAD TECNOLÓGICA DE MATAMOROS,UNIVERSIDAD TECNOLÓGICA DE MATAMOROS,"3,492"
TAMAULIPAS,UNIVERSIDAD TECNOLÓGICA DE NUEVO LAREDO,UNIVERSIDAD TECNOLÓGICA DE NUEVO LAREDO,"3,107"
TAMAULIPAS,UNIVERSIDAD TECNOLÓGICA DE TAMAULIPAS NORTE,UNIVERSIDAD TECNOLÓGICA DE TAMAULIPAS NORTE,"2,909"
TAMAULIPAS,UNIVERSIDAD TECNOLÓGICA DEL MAR DE TAMAULIPAS BICENTENARIO,UNIVERSIDAD TECNOLÓGICA DEL MAR DE TAMAULIPAS BICENTENARIO,167
TAMAULIPAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS CIUDAD VICTORIA,"1,320"
TAMAULIPAS,CENTRO DE ESTUDIOS CULINARIOS ROCCATTI,CENTRO DE ESTUDIOS CULINARIOS ROCCATTI - SEDE VICTORIA,13
TAMAULIPAS,"CENTRO DE ESTUDIOS UNIVERSITARIOS Y TECNOLÓGICOS SALVADOR DÍAZ MIRÓN, S.C.","CENTRO DE ESTUDIOS UNIVERSITARIOS Y TECNOLÓGICOS SALVADOR DIAZ MIRÓN, S.C.",246
TAMAULIPAS,INSTITUTO HUMANÍSTICO DE LA SALUD,INSTITUTO HUMANÍSTICO DE LA SALUD,13
TAMAULIPAS,"CENTRO ACADÉMICO Y PSICOLÓGICO DE EDUCACIÓN PARA EL DESARROLLO, CAPED","CENTRO ACADÉMICO Y PSICOLÓGICO DE EDUCACIÓN PARA EL DESARROLLO, CAPED",24
TAMAULIPAS,CENTRO DE ESTUDIOS SUPERIORES COOI,CENTRO DE ESTUDIOS SUPERIORES COOI,24
TAMAULIPAS,CENTRO DE ACTUALIZACIÓN Y ADMINISTRACIÓN ODONTOLÓGICA,CENTRO DE ACTUALIZACIÓN Y ADMINISTRACIÓN ODONTOLÓGICA,9
